Date,Close
3/30/2020,22.04
3/31/2020,21.23
4/1/2020,19.77
4/2/2020,20.57
4/3/2020,20.03
4/6/2020,21.39
4/7/2020,22.14
4/8/2020,23.45
4/9/2020,24.86
4/13/2020,23.92
4/14/2020,23.73
4/15/2020,22.19
4/16/2020,21.42
4/17/2020,23.28
4/20/2020,22.5
4/21/2020,21.64
4/22/2020,21.8
4/23/2020,21.87
4/24/2020,22.18
4/27/2020,23.47
4/28/2020,23.89
4/29/2020,24.78
4/30/2020,24.05
5/1/2020,23.08
5/4/2020,22.93
5/5/2020,22.66
5/6/2020,22.35
5/7/2020,22.84
5/8/2020,23.57
5/11/2020,22.58
5/12/2020,21.87
5/13/2020,20.87
5/14/2020,21.71
5/15/2020,21.44
5/18/2020,22.93
5/19/2020,22.21
5/20/2020,22.91
5/21/2020,22.9
5/22/2020,22.66
5/26/2020,24.28
5/27/2020,25.98
5/28/2020,24.86
5/29/2020,24.12
6/1/2020,24.61
6/2/2020,24.84
6/3/2020,25.99
6/4/2020,26.78
6/5/2020,28.11
6/8/2020,28.54
6/9/2020,28.22
6/10/2020,26.6
6/11/2020,23.93
6/12/2020,24.78
6/15/2020,25.15
6/16/2020,25.8
6/17/2020,25
6/18/2020,25.04
6/19/2020,25.25
6/22/2020,24.62
6/23/2020,24.79
6/24/2020,23.81
6/25/2020,24.72
6/26/2020,23.15
6/29/2020,23.39
6/30/2020,23.75
7/1/2020,23.26
7/2/2020,23.29
7/6/2020,23.66
7/7/2020,23.01
7/8/2020,23.1
7/9/2020,22.77
7/10/2020,24.02
7/13/2020,24.19
7/14/2020,24.14
7/15/2020,24.6
7/16/2020,23.93
7/17/2020,23.22
7/20/2020,23.58
7/21/2020,24.42
7/22/2020,24.31
7/23/2020,24.54
7/24/2020,24.35
7/27/2020,24.14
7/28/2020,24.36
7/29/2020,25.27
7/30/2020,24.84
7/31/2020,24.88
8/3/2020,24.99
8/4/2020,25.01
8/5/2020,25.39
8/6/2020,25.47
8/7/2020,26.11
8/10/2020,26.56
8/11/2020,26.92
8/12/2020,26.73
8/13/2020,26.35
8/14/2020,26.47
8/17/2020,25.9
8/18/2020,25.53
8/19/2020,25.5
8/20/2020,25.1
8/21/2020,24.98
8/24/2020,25.69
8/25/2020,26
8/26/2020,25.56
8/27/2020,26.05
8/28/2020,26.3
8/31/2020,25.74
9/1/2020,25.71
9/2/2020,26.02
9/3/2020,25.66
9/4/2020,26.54
9/8/2020,25.48
9/9/2020,25.51
9/10/2020,25.14
9/11/2020,25.5
9/14/2020,25.75
9/15/2020,25.28
9/16/2020,25.6
9/17/2020,25.35
9/18/2020,25.21
9/21/2020,24.47
9/22/2020,23.94
9/23/2020,23.26
9/24/2020,23.34
9/25/2020,23.49
9/28/2020,24.09
9/29/2020,23.77
9/30/2020,24.09
